item_id,word_id,sense_id,headword,pinyin_tag,pinyin,definition,pos_tag,pos,sense_tag,sense,meaning,example,character_count,homograph,polyseme,XDHYCD,XDHYDCD,HYDCD,Oxford,Baidu,Online
911,357,1,船帮,chuánbāng,chuánbāng,"<entry id=""08080""><hwg><hw>船帮<sup>1</sup></hw><pinyin>chuánbāng</pinyin></hwg><def><ps>名</ps>船身的侧面。</def>",名词。,名词,船身的侧面。,船身的侧面。,名词。船身的侧面。,他靠在船帮上，静静地欣赏着湖光山色。,29,0,0,,,,,1.0,
912,357,2,船帮,chuánbāng,chuánbāng,"<entry id=""08081""><hwg><hw>船帮<sup>2</sup></hw><pinyin>chuánbāng</pinyin></hwg><def><ps>名</ps>成群结队的船。</def>",名词。,名词,成群结队的船。,成群结队的船。,名词。成群结队的船。,远处江面上，一个庞大的船帮正缓缓驶来，场面十分壮观。,38,0,0,,,,,1.0,
913,358,1,艾虎,àihǔ,àihǔ,"<entry id=""00126""><hwg><hw>艾虎<sup>1</sup></hw><pinyin>àihǔ</pinyin></hwg><def><ps>名</ps>艾鼬。</def>",名词。,名词,艾鼬。,艾鼬。,名词。艾鼬。,在自然生态系统中，艾虎作为捕食者，对控制小型动物数量起着重要作用。,41,0,0,,,,,1.0,
914,358,2,艾虎,àihǔ,àihǔ,"<entry id=""00127""><hwg><hw>艾虎<sup>2</sup></hw><pinyin>àihǔ</pinyin></hwg><def><ps>名</ps>用艾做成的像老虎的东西，旧俗端午节给儿童戴在头上，认为可以驱邪。</def>",名词。,名词,用艾做成的像老虎的东西，旧俗端午节给儿童戴在头上，认为可以驱邪。,用艾做成的像老虎的东西，旧俗端午节给儿童戴在头上，认为可以驱邪。,名词。用艾做成的像老虎的东西，旧俗端午节给儿童戴在头上，认为可以驱邪。,端午节那天，家家户户都会制作艾虎挂在门上，以求驱邪避害，保佑家人平安。,72,0,0,,,,,1.0,
915,359,1,花冠,huāguān,huāguān,"<entry id=""21834""><hwg><hw>花冠<sup>1</sup></hw><pinyin>huāguān</pinyin></hwg><def><ps>名</ps>花的组成部分之一，由若干花瓣组成。双子叶植物的花冠一般可分为合瓣花冠和离瓣花冠两大类。</def>",名词。,名词,花的组成部分之一，由若干花瓣组成。双子叶植物的花冠一般可分为合瓣花冠和离瓣花冠两大类。,花的组成部分之一，由若干花瓣组成。双子叶植物的花冠一般可分为合瓣花冠和离瓣花冠两大类。,名词。花的组成部分之一，由若干花瓣组成。双子叶植物的花冠一般可分为合瓣花冠和离瓣花冠两大类。,就拿鲜花来说吧，它们各有花冠上微小的纤毛，各有花青素。,75,0,0,,1.0,,,,
916,359,2,花冠,huāguān,huāguān,"<entry id=""21835""><hwg><hw>花冠<sup>2</sup></hw><pinyin>huāguān</pinyin></hwg><def><ps>名</ps>旧时妇女出嫁时戴的装饰华丽的帽子。</def>",名词。,名词,旧时妇女出嫁时戴的装饰华丽的帽子。,旧时妇女出嫁时戴的装饰华丽的帽子。,名词。旧时妇女出嫁时戴的装饰华丽的帽子。,那位新娘头戴华丽的花冠，步入了婚姻的殿堂。,43,0,0,,,,,1.0,
917,360,1,苦头,kǔtóu,kǔtóu,"<entry id=""29822""><hwg><hw>苦头</hw><pinyin>kǔtóu</pinyin></hwg><def>（～<small>儿</small>）<ps>名</ps>稍苦的味道：<ex>这口井的水带点<small>儿</small>～<small>儿</small>。</ex></def>",名词。,名词,（苦头儿）稍苦的味道。,稍苦的味道。,名词。稍苦的味道。,这口井的水带点儿苦头儿。,23,0,0,1.0,,,,,
918,360,2,苦头,kǔ·tóu,kǔtóu,"<entry id=""29823""><hwg><hw>苦头</hw><pinyin>kǔ·tóu</pinyin></hwg><def>（～<small>儿</small>）<ps>名</ps>苦痛；磨难；不幸：<ex>吃尽～｜什么～我都尝过了。</ex></def>",名词。,名词,（苦头儿）苦痛；磨难；不幸。,苦痛；磨难；不幸。,名词。苦痛；磨难；不幸。,吃尽苦头。,19,0,0,1.0,,,,,
919,361,1,草字,cǎozì,cǎozì,"<entry id=""05126""><hwg><hw>草字<sup>1</sup></hw><pinyin>cǎozì</pinyin></hwg><def><ps>名</ps>草书汉字。</def>",名词。,名词,草书汉字。,草书汉字。,名词。草书汉字。,草字是汉字字体的一种。,21,0,0,,1.0,,,,
920,361,2,草字,cǎozì,cǎozì,"<entry id=""05127""><hwg><hw>草字<sup>2</sup></hw><pinyin>cǎozì</pinyin></hwg><def><ps>名</ps>旧时对自己表字的谦称。</def>",名词。,名词,旧时对自己表字的谦称。,旧时对自己表字的谦称。,名词。旧时对自己表字的谦称。,“哦，久仰久仰！还没有请教台甫……’”“草字阔亭。”,42,0,0,,1.0,,,,
921,362,1,草本,cǎoběn,cǎoběn,"<entry id=""05060""><hwg><hw>草本<sup>1</sup></hw><pinyin>cǎoběn</pinyin></hwg><def><ps>形</ps>属性词。有草质茎的（植物）。</def>",形容词；属性词。,形容词,有草质茎的（植物）。,有草质茎的（植物）。,形容词；属性词。有草质茎的（植物）。,靠左边又有一大丛草本的绣球花，开得正茂盛。,41,0,0,,1.0,,,,
922,362,2,草本,cǎoběn,cǎoběn,"<entry id=""05061""><hwg><hw>草本<sup>2</sup></hw><pinyin>cǎoběn</pinyin></hwg><def><ps>名</ps>文稿的底本。</def><ci><div class=""title"">词语</div><div class=""cont""><a href=""entry://草本植物"">草本植物</a></div></ci>",名词。,名词,文稿的底本。,文稿的底本。,名词。文稿的底本。,他在完成最终稿件之前，反复修改了多次草本，力求每一个细节都尽善尽美。,45,0,0,,,,,1.0,
923,363,1,草签,cǎoqiān,cǎoqiān,"<entry id=""05103""><hwg><hw>草签<sup>1</sup></hw><pinyin>cǎoqiān</pinyin></hwg><def>（～<small>儿</small>）<ps>名</ps>草标<small>儿</small>。</def>",名词。,名词,（草签儿）草标儿。,草标儿。,名词。草标儿。,在古代市集上，农民们常常在自家出售的牲畜或农产品上插上草签，作为出售的标志。,47,0,0,,,,,1.0,
924,363,2,草签,cǎoqiān,cǎoqiān,"<entry id=""05104""><hwg><hw>草签<sup>2</sup></hw><pinyin>cǎoqiān</pinyin></hwg><def><ps>动</ps>缔约双方在条约、协议等的草案上临时签署自己的姓名。草签后还有待正式签字。</def>",动词。,动词,缔约双方在条约、协议等的草案上临时签署自己的姓名。草签后还有待正式签字。,缔约双方在条约、协议等的草案上临时签署自己的姓名。草签后还有待正式签字。,动词。缔约双方在条约、协议等的草案上临时签署自己的姓名。草签后还有待正式签字。,双方代表经过长时间的谈判，终于草签了这份合作协议。,66,0,0,,,,,1.0,
925,364,1,落空,là//kòng,làkòng,"<entry id=""30494""><hwg><hw>落空</hw><pinyin>là//kòng</pinyin></hwg><def>（～<small>儿</small>）〈口〉<ps>动</ps>错过机会：<ex>学校组织的每年一次的旅游活动，他从没落过空。</ex></def><def>　另见<pinyin>luò</pinyin>//<pinyin>kōng</pinyin>。</def>",动词。,动词,（落空儿）〈口〉错过机会。,〈口语〉错过机会。,动词。〈口语〉错过机会。,学校组织的每年一次的旅游活动，他从没落过空。,36,1,0,1.0,,,,,
926,364,2,落空,luò//kōng,luòkōng,"<entry id=""34124""><hwg><hw>落空</hw><pinyin>luò//kōng</pinyin></hwg><def><ps>动</ps>没有达到目的或目标；没有着落：<ex>希望～了｜两头落了空。</ex></def><def>　另见<pinyin>là</pinyin>//<pinyin>kòng</pinyin>。</def>",动词。,动词,没有达到目的或目标；没有着落。,没有达到目的或目标；没有着落。,动词。没有达到目的或目标；没有着落。,希望落空了。,26,1,0,1.0,,,,,
927,365,1,蒙药,méngyào,méngyào,"<entry id=""35297""><hwg><hw>蒙药</hw><pinyin>méngyào</pinyin></hwg><def>〈口〉<ps>名</ps>指麻醉药。</def><def>　另见<pinyin>měngyào</pinyin>。</def>",名词。,名词,〈口〉指麻醉药。,〈口语〉指麻醉药。,名词。〈口语〉指麻醉药。,在手术中，医生使用了蒙药来确保患者能够无痛地度过手术过程。,43,1,0,,,,,1.0,
928,365,2,蒙药,měngyào,měngyào,"<entry id=""35349""><hwg><hw>蒙药</hw><pinyin>měngyào</pinyin></hwg><def><ps>名</ps>蒙医所用的药物，以植物的为最多。</def><def>　另见<pinyin>méngyào</pinyin>。</def>",名词。,名词,蒙医所用的药物，以植物的为最多。,蒙医所用的药物，以植物的为最多。,名词。蒙医所用的药物，以植物的为最多。,在内蒙古的草原上，蒙药被广泛应用于治疗各种疾病，其独特的药效深受当地人的信赖。,60,1,0,,,,,1.0,
929,366,1,血拼,xuèpīn,xuèpīn,"<entry id=""58867""><hwg><hw>血拼<sup>1</sup></hw><pinyin>xuèpīn</pinyin></hwg><def><ps>动</ps>指进行激烈的殴斗或竞争：<ex>与敌人～到底｜商家年底～家电市场。</ex></def>",动词。,动词,指进行激烈的殴斗或竞争。,指进行激烈的殴斗或竞争。,动词。指进行激烈的殴斗或竞争。,与敌人血拼到底。,25,0,0,1.0,,,,,
930,366,2,血拼,xuèpīn,xuèpīn,"<entry id=""58868""><hwg><hw>血拼<sup>2</sup></hw><pinyin>xuèpīn</pinyin></hwg><def><ps>动</ps>花很多钱买东西。［英shopping］</def>",动词。,动词,花很多钱买东西。［英shopping］,花很多钱买东西。［英shopping］,动词。花很多钱买东西。［英shopping］,周末商场大促销，我忍不住去血拼了一堆衣服。,45,0,0,,,,,,1.0
931,367,1,血晕,xiěyùn,xiěyùn,"<entry id=""57226""><hwg><hw>血晕</hw><pinyin>xiěyùn</pinyin></hwg><def><ps>动</ps>受伤后皮肤未破，呈红紫色。</def><def>　另见<pinyin>xuèyùn</pinyin>。</def>",动词。,动词,受伤后皮肤未破，呈红紫色。,受伤后皮肤未破，呈红紫色。,动词。受伤后皮肤未破，呈红紫色。,他的胳膊不小心磕了一下，今天就已经血晕了。,39,1,0,,,,,1.0,
932,367,2,血晕,xuèyùn,xuèyùn,"<entry id=""58901""><hwg><hw>血晕</hw><pinyin>xuèyùn</pinyin></hwg><def><ps>名</ps>中医指产后因失血过多而晕厥的病症。</def><def>　另见<pinyin>xiěyùn</pinyin>。</def>",名词。,名词,中医指产后因失血过多而晕厥的病症。,中医指产后因失血过多而晕厥的病症。,名词。中医指产后因失血过多而晕厥的病症。,她产后失血过多，突然感到一阵眩晕，医生诊断说她这是血晕病症。,52,1,0,,,,,1.0,
933,368,1,行经,xíngjīng,xíngjīng,"<entry id=""57822""><hwg><hw>行经<sup>1</sup></hw><pinyin>xíngjīng</pinyin></hwg><def><ps>动</ps>来月经。</def>",动词。,动词,来月经。,来月经。,动词。来月经。,女子行经时，最好采用淋浴的方式沐浴。,27,0,0,,,,,1.0,
934,368,2,行经,xíngjīng,xíngjīng,"<entry id=""57823""><hwg><hw>行经<sup>2</sup></hw><pinyin>xíngjīng</pinyin></hwg><def><ps>动</ps>行程中经过：<ex>火车从北京开出，～天津抵达上海。</ex></def>",动词。,动词,行程中经过。,行程中经过。,动词。行程中经过。,火车从北京开出，行经天津抵达上海。,28,0,0,1.0,,,,,
935,369,1,补编,bǔbiān,bǔbiān,"<entry id=""04015""><hwg><hw>补编<sup>1</sup></hw><pinyin>bǔbiān</pinyin></hwg><def><num>❶</num> <ps>动</ps>在内容上对已经出版的著作进行补充编写：<ex>词典这次修订～了一些新词。</ex></def><def><num>❷</num> <ps>名</ps>指补充编写的著作（多用于书名）。</def>",动词。,动词,在内容上对已经出版的著作进行补充编写。,在内容上对已经出版的著作进行补充编写。,动词。在内容上对已经出版的著作进行补充编写。,词典这次修订补编了一些新词。,38,0,1,1.0,,,,,
936,369,2,补编,bǔbiān,bǔbiān,"<entry id=""04015""><hwg><hw>补编<sup>1</sup></hw><pinyin>bǔbiān</pinyin></hwg><def><num>❶</num> <ps>动</ps>在内容上对已经出版的著作进行补充编写：<ex>词典这次修订～了一些新词。</ex></def><def><num>❷</num> <ps>名</ps>指补充编写的著作（多用于书名）。</def>",名词。,名词,指补充编写的著作（多用于书名）。,指补充编写的著作（多用于书名）。,名词。指补充编写的著作（多用于书名）。,本补编所用的所有词汇与章程所使用者具有相同涵义。,45,0,1,,,,,,1.0
937,369,3,补编,bǔbiān,bǔbiān,"<entry id=""04016""><hwg><hw>补编<sup>2</sup></hw><pinyin>bǔbiān</pinyin></hwg><def><ps>动</ps>（部队、机关等）补充编制：<ex>缺员很多，应及时～。</ex></def>",动词。,动词,（部队、机关等）补充编制。,（部队、机关等）补充编制。,动词。（部队、机关等）补充编制。,缺员很多，应及时补编。,29,0,0,1.0,,,,,
938,370,1,袭取,xíqǔ,xíqǔ,"<entry id=""55267""><hwg><hw>袭取<sup>1</sup></hw><pinyin>xíqǔ</pinyin></hwg><def><ps>动</ps>出其不意地夺取（多用于武装冲突）：<ex>～敌人的营地。</ex></def>",动词。,动词,出其不意地夺取（多用于武装冲突）。,出其不意地夺取（多用于武装冲突）。,动词。出其不意地夺取（多用于武装冲突）。,袭取敌人的营地。,30,0,0,1.0,,,,,
939,370,2,袭取,xíqǔ,xíqǔ,"<entry id=""55268""><hwg><hw>袭取<sup>2</sup></hw><pinyin>xíqǔ</pinyin></hwg><def><ps>动</ps>沿袭地采取：<ex>后人～这个故事，写成了戏。</ex></def>",动词。,动词,沿袭地采取。,沿袭地采取。,动词。沿袭地采取。,后人袭取这个故事，写成了戏。,25,0,0,1.0,,,,,
940,371,1,裹脚,guǒ//jiǎo,guǒjiǎo,"<entry id=""19682""><hwg><hw>裹脚</hw><pinyin>guǒ//jiǎo</pinyin></hwg><def><ps>动</ps>旧时一种陋习，用长布条把女孩子的脚紧紧地缠住，为使脚纤小，而造成脚骨畸形。</def>",动词。,动词,旧时一种陋习，用长布条把女孩子的脚紧紧地缠住，为使脚纤小，而造成脚骨畸形。,旧时一种陋习，用长布条把女孩子的脚紧紧地缠住，为使脚纤小，而造成脚骨畸形。,动词。旧时一种陋习，用长布条把女孩子的脚紧紧地缠住，为使脚纤小，而造成脚骨畸形。,他听说中国的女人是裹脚的，但不知道详细，所以要问我怎么裹法，足骨变成怎样的畸形。,82,1,0,,1.0,,,,
941,371,2,裹脚,guǒ·jiao,guǒjiao,"<entry id=""19683""><hwg><hw>裹脚</hw><pinyin>guǒ·jiao</pinyin></hwg><def><ps>名</ps>旧时妇女裹脚用的长布条。也叫裹脚布。</def><ci><div class=""title"">词语</div><div class=""cont""><a href=""entry://裹脚布"">裹脚布</a></div></ci>",名词。,名词,旧时妇女裹脚用的长布条。也叫裹脚布。,旧时妇女裹脚用的长布条。也叫裹脚布。,名词。旧时妇女裹脚用的长布条。也叫裹脚布。,我们应当禁绝一切空话。但是主要的和首先的任务，是把那些又长又臭的懒婆娘的裹脚，赶快扔到垃圾桶里去。,72,1,0,,1.0,,,,
942,372,1,褒贬,bāobiǎn,bāobiǎn,"<entry id=""01631""><hwg><hw>褒贬</hw><pinyin>bāobiǎn</pinyin></hwg><def><ps>动</ps>评论好坏：<ex>～人物｜一字～｜不加～。</ex></def>",动词。,动词,评论好坏。,评论好坏。,动词。评论好坏。,不加褒贬。,15,1,0,1.0,,,,,
943,372,2,褒贬,bāo·bian,bāobian,"<entry id=""01632""><hwg><hw>褒贬</hw><pinyin>bāo·bian</pinyin></hwg><def><ps>动</ps>批评缺点；指责：<ex>有意见要当面提，别在背地里～人。</ex></def>",动词。,动词,批评缺点；指责。,批评缺点；指责。,动词。批评缺点；指责。,有意见要当面提，别在背地里褒贬人。,30,1,0,1.0,,,,,
944,373,1,见长,jiàncháng,jiàncháng,"<entry id=""25214""><hwg><hw>见长</hw><pinyin>jiàncháng</pinyin></hwg><def><ps>动</ps>在某方面显示出特长：<ex>先生工于书法，尤以草书～。</ex></def><def>　另见<pinyin>jiànzhǎng</pinyin>。</def>",动词。,动词,在某方面显示出特长。,在某方面显示出特长。,动词。在某方面显示出特长。,先生工于书法，尤以草书见长。,29,1,0,1.0,,,,,
945,373,2,见长,jiànzhǎng,jiànzhǎng,"<entry id=""25259""><hwg><hw>见长</hw><pinyin>jiànzhǎng</pinyin></hwg><def><ps>动</ps>看着比原来高或大：<ex>一场春雨后，麦苗～了｜孩子的个头<small>儿</small>～。</ex></def><def>　另见<pinyin>jiàncháng</pinyin>。</def>",动词。,动词,看着比原来高或大。,看着比原来高或大。,动词。看着比原来高或大。,一场春雨后，麦苗见长了。,26,1,0,1.0,,,,,
946,374,1,解难,jiě//nán,jiěnán,"<entry id=""26492""><hwg><hw>解难</hw><pinyin>jiě//nán</pinyin></hwg><def><ps>动</ps>解决困难或疑难：<ex>释疑～。</ex></def>",动词。,动词,解决困难或疑难。,解决困难或疑难。,动词。解决困难或疑难。,释疑解难。,18,1,0,1.0,,,,,
